Old_ID,new_IDFULL
98113617,98113617-lrmda-2
98113626,98113626-unknown-7585
98113629,98113629-zn235-23
98113631,98113631-zn836-2
98113633,98113633-unknown-6288
98113636,98113636-unknown-6289
98113637,98113637-unknown-8001
98113643,98113643-unknown-2626
98113664,98113664-unknown-2627
98113665,98113665-unknown-2628
98113666,98113666-unknown-2629
98113671,98113671-unknown-2630
98113676,98113676-unknown-2631
98113696,98113696-unknown-2632
98113697,98113697-lox5-8
98113705,98113705-unknown-2633
98113719,98113719-unknown-7099
98113720,98113720-unknown-2634
98113721,98113721-unknown-2635
98113724,98113724-unknown-2636
98113726,98113726-unknown-7172
98113732,98113732-unknown-2637
98113734,98113734-unknown-2638
98113737,98113737-unknown-7553
98113738,98113738-sacs-8
98113739,98113739-unknown-2639
98113756,98113756-unknown-2640
98113763,98113763-unknown-8119
98113776,98113776-unknown-8505
98113779,98113779-unknown-8066
98113780,98113780-unknown-2641
98113781,98113781-unknown-8558
98113783,98113783-s22ad-4
98113786,98113786-unknown-6446
98113791,98113791-h2b2f
98113835,98113835-unknown-2642
98113997,98113997-unknown-2643
98113999,98113999-unknown-2644
98114002,98114002-znfx1-4
98114014,98114014-unknown-2645
98114018,98114018-gbrr2-6
98114023,98114023-unknown-2646
98114027,98114027-unknown-2647
98114042,98114042-unknown-8098
98114050,98114050-unknown-2648
98114059,98114059-unknown-2649
98114075,98114075-unknown-2650
98114079,98114079-unknown-2651
98114097,98114097-unknown-8590
98114101,98114101-unknown-8155
98114103,98114103-unknown-2654
98114114,98114114-unknown-9216
98114126,98114126-unknown-2657
98114129,98114129-unknown-2658
98114131,98114131-unknown-2659
98114133,98114133-unknown-2660
98114140,98114140-unknown-2661
98114141,98114141-unknown-2662
98114154,98114154-unknown-2663
98114155,98114155-unknown-7901
98114156,98114156-unknown-7065
98114157,98114157-unknown-9046
98114175,98114175-unknown-7646
98114183,98114183-unknown-6191
98114189,98114189-unknown-2664
98114192,98114192-unknown-6979
98114195,98114195-unknown-6391
98114203,98114203-unknown-2665
98114204,98114204-unknown-2666
98114206,98114206-unknown-2667
98114212,98114212-ttyh3
98114225,98114225-unknown-7607
98114238,98114238-unknown-8487
98114239,98114239-clh1-6
98114278,98114278-unknown-2668
98114284,98114284-unknown-6759
98114288,98114288-unknown-2669
98114301,98114301-unknown-6820
98114305,98114305-unknown-2670
98114316,98114316-unknown-8363
98114317,98114317-unknown-2671
98114324,98114324-unknown-2672
98114329,98114329-unknown-6839
98114333,98114333-ptbp3
98114339,98114339-thap4-2
98114353,98114353-unknown-2673
98114361,98114361-unknown-2674
98114380,98114380-unknown-6511
98114389,98114389-rs8
98114395,98114395-unknown-2676
98114403,98114403-unknown-2677
98114409,98114409-unknown-7121
98114411,98114411-unknown-2678
98114412,98114412-unknown-2679
98114414,98114414-unknown-8177
98114415,98114415-unknown-2680
98114417,98114417-unknown-2681
98114420,98114420-unknown-2682
98114421,98114421-unknown-2683
98114436,98114436-unknown-2684
98114438,98114438-ki16b
98114441,98114441-rufy2
98114444,98114444-cgbp1-3
98114459,98114459-unknown-6481
98114461,98114461-unknown-2686
98114464,98114464-unknown-2687
98114471,98114471-unknown-7823
98114480,98114480-cfa58-3
98114483,98114483-unknown-2688
98114485,98114485-unknown-2689
98114508,98114508-unknown-2690
98114522,98114522-unknown-2691
98114543,98114543-unknown-9138
98114548,98114548-unknown-6925
98114549,98114549-unknown-9022
98114560,98114560-unknown-2692
98114675,98114675-unknown-2693
98114685,98114685-unknown-2694
98114700,98114700-unknown-2695
98114702,98114702-unknown-2696
98114713,98114713-galr2-4
98114724,98114724-gvqw3-12
98114746,98114746-fbxl2-2
98114747,98114747-fbxl2-3
98114750,98114750-unknown-8250
98114751,98114751-unknown-6660
98114770,98114770-unknown-6193
98114827,98114827-unknown-6217
98114828,98114828-unknown-7456
98114837,98114837-unknown-2697
98114850,98114850-unknown-2698
98114851,98114851-unknown-2699
98114871,98114871-unknown-2700
98114872,98114872-unknown-8069
98114873,98114873-unknown-6222
98114887,98114887-unknown-2701
98114895,98114895-unknown-7119
98114905,98114905-unknown-9041
98114916,98114916-litaf-9
98114919,98114919-litaf-10
98114933,98114933-unknown-2702
98114934,98114934-unknown-2703
98114943,98114943-unknown-2704
98114954,98114954-unknown-7420
98114973,98114973-unknown-7255
98114983,98114983-unknown-2705
98114989,98114989-unknown-7293
98114991,98114991-unknown-2706
98114992,98114992-unknown-7529
98114993,98114993-unknown-2707
98114994,98114994-unknown-2708
98115002,98115002-unknown-2709
98115010,98115010-unknown-2710
98115012,98115012-unknown-6892
98115016,98115016-unknown-9450
98115021,98115021-tri59-2
98115022,98115022-unknown-2711
98115027,98115027-unknown-2712
98115030,98115030-unknown-2713
98115038,98115038-unknown-8097
98115049,98115049-unknown-2714
98115053,98115053-unknown-9596
98115070,98115070-unknown-6889
98115088,98115088-unknown-6109
98115092,98115092-unknown-2715
98115098,98115098-unknown-2716
98115103,98115103-unknown-2717
98115111,98115111-unknown-2718
98115113,98115113-unknown-2719
98115115,98115115-unknown-2720
98115116,98115116-unknown-2721
98115117,98115117-smu1
98115121,98115121-zn236-2
98115123,98115123-aa2br-3
98115157,98115157-unknown-2722
98115167,98115167-unknown-7872
98115173,98115173-unknown-7280
98115191,98115191-unknown-2723
98115192,98115192-unknown-2724
98115201,98115201-unknown-9217
98115202,98115202-idlc-2
98115203,98115203-unknown-2725
98115218,98115218-ipmk-3
98115222,98115222-unknown-2726
98115227,98115227-unknown-2727
98115232,98115232-unknown-2728
98115235,98115235-unknown-2729
98115265,98115265-unknown-2730
98115269,98115269-setmr-44
98115279,98115279-unknown-7933
98115280,98115280-unknown-2731
98115287,98115287-unknown-6888
98115288,98115288-unknown-8631
98115289,98115289-unknown-2732
98115290,98115290-unknown-2733
98115291,98115291-unknown-2734
98115305,98115305-unknown-2735
98115326,98115326-unknown-2736
98115335,98115335-unknown-8240
98115339,98115339-unknown-9346
98115340,98115340-zsa5b-2
98115371,98115371-unknown-2737
98115407,98115407-unknown-2738
98115421,98115421-unknown-6712
98115577,98115577-pibf1
98115585,98115585-unknown-2739
98115586,98115586-b3ga3-3
98115592,98115592-ada21-2
98115593,98115593-ada28-8
98115594,98115594-adec1
98115596,98115596-ada28-9
98115621,98115621-unknown-2740
98115633,98115633-unknown-2742
98115642,98115642-unknown-7296
98115658,98115658-unknown-2743
98115668,98115668-unknown-2744
98115669,98115669-unknown-9650
98115670,98115670-unknown-2745
98115677,98115677-unknown-9539
98115682,98115682-unknown-2746
98115683,98115683-unknown-2747
98115686,98115686-unknown-8943
98115688,98115688-unknown-6281
98115693,98115693-piez2-3
98115696,98115696-call3-3
98115707,98115707-unknown-2748
98115708,98115708-unknown-2749
98115709,98115709-unknown-2750
98115710,98115710-unknown-2751
98115711,98115711-unknown-7329
98115719,98115719-unknown-2752
98115722,98115722-unknown-6459
98115726,98115726-cats-2
98115734,98115734-thop1-5
98115746,98115746-ada28-10
98115751,98115751-unknown-6990
98115757,98115757-zn142
98115759,98115759-prdm9-2
98115773,98115773-dpys-2
98115780,98115780-unknown-7100
98115788,98115788-unknown-2754
98115799,98115799-unknown-6801
98115823,98115823-tri46-9
98115824,98115824-unknown-9065
98115825,98115825-unknown-2755
98115826,98115826-trim2-13
98115836,98115836-unknown-2757
98115841,98115841-unknown-7630
98115843,98115843-unknown-2758
98115860,98115860-mp2k6-3
98115880,98115880-unknown-6583
98115882,98115882-unknown-8944
98115889,98115889-mica2-2
98115891,98115891-unknown-2759
98115893,98115893-unknown-2760
98115900,98115900-unknown-7689
98115912,98115912-unknown-2761
98115923,98115923-tri66-2
98115935,98115935-unknown-7142
98115949,98115949-nnmt-4
98115950,98115950-pnmt-1
98115953,98115953-mark1
98115960,98115960-unknown-2763
98115961,98115961-unknown-8984
98115963,98115963-unknown-2764
98115964,98115964-unknown-9121
98115980,98115980-gapr1-11
98115983,98115983-unknown-8389
98115997,98115997-unknown-7631
98116004,98116004-unknown-2765
98116005,98116005-lamb2
98116008,98116008-unknown-2766
98116009,98116009-unknown-9461
98116053,98116053-odad4-3
98116065,98116065-unknown-2767
98116086,98116086-unknown-6973
98116089,98116089-ct085-3
98116090,98116090-unknown-2768
98116091,98116091-unknown-8048
98116096,98116096-unknown-2769
98116098,98116098-unknown-7810
98116100,98116100-fah2a-2
98116104,98116104-unknown-2770
98116107,98116107-unknown-2771
98116112,98116112-rhob-3
98116113,98116113-unknown-2772
98116114,98116114-unknown-2773
98116117,98116117-lox5-10
98116119,98116119-tpd52
98116122,98116122-unknown-2774
98116123,98116123-unknown-2775
98116128,98116128-pag15-3
98116135,98116135-unknown-2776
98116137,98116137-unknown-7025
98116142,98116142-unknown-8945
98116143,98116143-unknown-2777
98116145,98116145-unknown-2778
98116149,98116149-unknown-6053
98116150,98116150-unknown-6066
98116155,98116155-unknown-2779
98116160,98116160-unknown-2780
98116180,98116180-unknown-7697
98116181,98116181-unknown-7816
98116182,98116182-unknown-7533
98116185,98116185-unknown-6439
98116186,98116186-unknown-6440
98116198,98116198-unknown-7536
98116199,98116199-unknown-8107
98116201,98116201-unknown-6616
98116202,98116202-unknown-2781
98116214,98116214-unknown-2782
98116217,98116217-unknown-2783
98116219,98116219-mipep-4
98116277,98116277-unknown-6079
98116282,98116282-unknown-8380
98116292,98116292-unknown-2784
98116307,98116307-unknown-2785
98116312,98116312-ttll4-2
98116317,98116317-pgbm-7
98116332,98116332-unknown-2786
98116333,98116333-wasc3
98116349,98116349-unknown-9391
98116355,98116355-setmr-45
98116365,98116365-unknown-2787
98116367,98116367-unknown-2788
98116384,98116384-unknown-2789
98116386,98116386-unknown-9431
98116389,98116389-unknown-2790
98116392,98116392-unknown-2791
98116398,98116398-unknown-7971
98116400,98116400-unknown-2792
98116401,98116401-unknown-2793
98116403,98116403-unknown-2794
98116404,98116404-ddx58-6
98116433,98116433-unknown-2795
98116436,98116436-unknown-2796
98116451,98116451-unknown-2797
98116471,98116471-unknown-7340
98116490,98116490-unknown-9465
98116528,98116528-unknown-2798
98116532,98116532-hs3s5
98116534,98116534-unknown-6177
98116538,98116538-unknown-2799
98116544,98116544-unknown-7589
98116548,98116548-unknown-2800
98116554,98116554-unknown-2801
98116563,98116563-unknown-8253
98116575,98116575-unknown-2802
98116583,98116583-unknown-8147
98116584,98116584-unknown-2803
98116663,98116663-unknown-2804
98116664,98116664-unknown-2805
98116669,98116669-unknown-2806
98116670,98116670-unknown-2807
98116673,98116673-unknown-2808
98116674,98116674-unknown-2809
98116681,98116681-unknown-2810
98116682,98116682-loxh1-11
98116683,98116683-loxh1-12
98116704,98116704-unknown-2811
98116719,98116719-unknown-7390
98116738,98116738-unknown-9381
98116739,98116739-unknown-9305
98116740,98116740-unknown-9306
98116745,98116745-tppc5
98116746,98116746-unknown-6977
98116747,98116747-pok7
98116748,98116748-unknown-8117
98116751,98116751-loxh1-13
98116752,98116752-ssr5
98116753,98116753-rab10-2
98116754,98116754-lox5-11
98116756,98116756-unknown-2812
98116759,98116759-unknown-2813
98116761,98116761-unknown-2814
98116793,98116793-unknown-9467
98116794,98116794-unknown-2815
98116803,98116803-unknown-6510
98116805,98116805-unknown-2816
98116816,98116816-unknown-7249
98116818,98116818-unknown-6381
98116824,98116824-unknown-9223
98116834,98116834-unknown-7097
98116847,98116847-zn782-3
98116849,98116849-zn235-11
98116876,98116876-unknown-2817
98116882,98116882-unknown-2818
98116897,98116897-unknown-6018
98116904,98116904-unknown-2819
98116912,98116912-unknown-2820
98116934,98116934-unknown-7364
98116946,98116946-unknown-8886
98116947,98116947-unknown-9517
98116948,98116948-unknown-2821
98116962,98116962-ce350-3
98116971,98116971-unknown-2822
98116974,98116974-unknown-2823
98116977,98116977-unknown-7435
98116990,98116990-unknown-2824
98116997,98116997-unknown-9441
98117024,98117024-unknown-2825
98117025,98117025-unknown-8490
98117026,98117026-unknown-8160
98117028,98117028-unknown-8161
98117042,98117042-unknown-2826
98117050,98117050-msra
98117055,98117055-pfd6
98117057,98117057-unknown-2827
98117059,98117059-unknown-2828
98117061,98117061-unknown-9415
98117079,98117079-unknown-2829
98117090,98117090-unknown-6526
98117093,98117093-unknown-8120
98117102,98117102-unknown-6115
98117106,98117106-unknown-2830
98117112,98117112-unknown-2831
98117114,98117114-unknown-2832
98117116,98117116-fhl3-7
98117130,98117130-unknown-6462
98117134,98117134-ano7-5
98117137,98117137-zn347
98117138,98117138-zn112-3
98117168,98117168-unknown-2834
98117187,98117187-unknown-2835
98117189,98117189-unknown-7471
98117190,98117190-unknown-2836
98117191,98117191-unknown-6985
98117206,98117206-herc4-6
98117209,98117209-mfsd8-4
98117235,98117235-unknown-2838
98117236,98117236-unknown-2839
98117242,98117242-unknown-2840
98117255,98117255-unknown-2841
98117260,98117260-unknown-2842
98117265,98117265-unknown-2843
98117269,98117269-unknown-6814
98117270,98117270-dyl2-3
98117278,98117278-unknown-2844
98117299,98117299-ncam1-2
98117306,98117306-unknown-2845
98117310,98117310-unknown-2846
98117335,98117335-birc3
98117336,98117336-unknown-2847
98117345,98117345-unknown-2848
98117356,98117356-unknown-2849
98117364,98117364-unknown-2850
98117367,98117367-unknown-2851
98117369,98117369-unknown-2852
98117371,98117371-unknown-6283
98117373,98117373-unknown-6284
98117375,98117375-unknown-2853
98117377,98117377-unknown-9494
98117379,98117379-unknown-6941
98117383,98117383-unknown-2854
98117402,98117402-unknown-7780
98117404,98117404-unknown-2855
98117414,98117414-unknown-2856
98117415,98117415-unknown-2857
98117432,98117432-unknown-2858
98117434,98117434-unknown-7143
98117435,98117435-mx2-8
98117436,98117436-unknown-7684
98117439,98117439-unknown-7326
98117441,98117441-unknown-2859
98117444,98117444-unknown-2860
98117446,98117446-harb1-4
98117456,98117456-unknown-2861
98117462,98117462-gtd2a
98117468,98117468-unknown-7910
98117470,98117470-unknown-9251
98117479,98117479-unknown-9592
98117481,98117481-unknown-2862
98117482,98117482-zn513-21
98117484,98117484-zn235-12
98117485,98117485-zn729-4
98117486,98117486-unknown-2863
98117493,98117493-unknown-8424
98117503,98117503-unknown-8579
98117505,98117505-unknown-8577
98117507,98117507-sacs-11
98117509,98117509-sacs-13
98117511,98117511-netr-4
98117513,98117513-netr-5
98117520,98117520-unknown-2864
98117526,98117526-unknown-2865
98117535,98117535-unknown-7976
98117540,98117540-unknown-2866
98117541,98117541-notc1-2
98117544,98117544-s17a5-16
98117546,98117546-unknown-2867
98117547,98117547-unknown-7324
98117551,98117551-unknown-2868
98117557,98117557-unknown-9382
98117558,98117558-unknown-2869
98117563,98117563-unknown-8912
98117597,98117597-unknown-6442
98117599,98117599-wnt2
98117600,98117600-unknown-2870
98117686,98117686-h10-3
98117703,98117703-unknown-7549
98117719,98117719-unknown-2871
98117724,98117724-cers6-2
98117733,98117733-unknown-2872
98117734,98117734-unknown-2873
98117747,98117747-unknown-7284
98117757,98117757-unknown-2874
98117760,98117760-unknown-8145
98117762,98117762-unknown-2875
98117777,98117777-unknown-2876
98117813,98117813-unknown-9464
98117820,98117820-pok11-4
98117828,98117828-unknown-2877
98117831,98117831-unknown-2878
98117836,98117836-tif1b-6
98117841,98117841-pgbm-8
98117842,98117842-lrp2-10
98117845,98117845-trpm3-16
98117852,98117852-unknown-2879
98117853,98117853-unknown-2880
98117856,98117856-oxsr1-2
98117857,98117857-unknown-2881
98117858,98117858-unknown-6830
98117867,98117867-unknown-7856
98117875,98117875-unknown-2882
98117880,98117880-unknown-2883
98117886,98117886-unknown-2884
98117908,98117908-unknown-2885
98117909,98117909-unknown-6863
98117915,98117915-unknown-8762
98117918,98117918-unknown-8832
98117925,98117925-unknown-2886
98117926,98117926-unknown-2887
98117927,98117927-unknown-2888
98117931,98117931-exog-2
98117939,98117939-s22af-4
98117951,98117951-unknown-2889
98117956,98117956-unknown-8946
98117960,98117960-unknown-2890
98117962,98117962-unknown-2891
98117965,98117965-unknown-2892
98117971,98117971-unknown-2893
98117973,98117973-unknown-2894
98117979,98117979-unknown-2895
98117980,98117980-unknown-2896
98117981,98117981-muc19-3
98117987,98117987-unknown-2897
98118003,98118003-unknown-2898
98118004,98118004-unknown-7907
98118013,98118013-unknown-2899
98118021,98118021-unknown-2900
98118024,98118024-efce2
98118025,98118025-unknown-2901
98118026,98118026-unknown-2902
98118044,98118044-unknown-2903
98118051,98118051-unknown-2904
98118055,98118055-kcc1b-2
98118059,98118059-unknown-2905
98118064,98118064-unknown-2906
98118067,98118067-unknown-2907
98118071,98118071-unknown-2908
98118075,98118075-unknown-2909
98118082,98118082-mtrex-20
98118083,98118083-unknown-2910
98118084,98118084-unknown-8909
98118088,98118088-unknown-2911
98118090,98118090-unknown-2912
98118092,98118092-unknown-6650
98118093,98118093-unknown-2913
98118094,98118094-unknown-2914
98118095,98118095-unknown-2915
98118096,98118096-unknown-2916
98118097,98118097-ctr2-3
98118102,98118102-unknown-2917
98118109,98118109-unknown-2918
98118116,98118116-unknown-2919
98118126,98118126-unknown-2920
98118131,98118131-unknown-2921
98118134,98118134-unknown-2922
98118142,98118142-unknown-6986
98118145,98118145-ldlr
98118146,98118146-sorl
98118155,98118155-aebp2
98118158,98118158-creb1-2
98118166,98118166-tchp
98118168,98118168-unknown-8427
98118184,98118184-unknown-2923
98118186,98118186-unknown-8559
98118190,98118190-unknown-7165
98118193,98118193-unknown-7166
98118203,98118203-lorf2-12
98118232,98118232-unknown-6815
98118276,98118276-unknown-2924
98118282,98118282-lorf2-13
98118286,98118286-unknown-9015
98118292,98118292-unknown-2925
98118298,98118298-unknown-6588
98118302,98118302-unknown-2926
98118312,98118312-rl26
98118326,98118326-unknown-7722
98118328,98118328-unknown-2927
98118337,98118337-unknown-2928
98118340,98118340-unknown-2929
98118341,98118341-tri23
98118342,98118342-unknown-9375
98118353,98118353-ravr2
98118355,98118355-unknown-9611
98118356,98118356-copa
98118368,98118368-unknown-2930
98118379,98118379-unknown-6370
98118380,98118380-unknown-6371
98118387,98118387-unknown-2931
98118389,98118389-unknown-2932
98118390,98118390-unknown-8648
98118399,98118399-unknown-2933
98118400,98118400-unknown-6447
98118406,98118406-unknown-7052
98118407,98118407-unknown-9408
98118415,98118415-unknown-7688
98118419,98118419-cd22
98118420,98118420-cd22-2
98118433,98118433-unknown-2934
98118440,98118440-stx8
98118449,98118449-tba1c-3
98118450,98118450-unknown-8914
98118455,98118455-pok19-3
98118460,98118460-unknown-2935
98118468,98118468-vwa7
98118474,98118474-unknown-2936
98118485,98118485-ube2o
98118490,98118490-cad23-2
98118502,98118502-khdr2
98118506,98118506-unknown-2937
98118511,98118511-unknown-9271
98118516,98118516-unknown-8829
98118518,98118518-unknown-2939
98118521,98118521-unknown-2940
98118523,98118523-loxh1-14
98118527,98118527-loxh1-15
98118529,98118529-stxb2
98118533,98118533-unknown-2941
98118544,98118544-unknown-7747
98118546,98118546-ece2-8
98118550,98118550-unknown-7487
98118551,98118551-unknown-9318
98118552,98118552-unknown-2942
98118623,98118623-unknown-2943
98118631,98118631-tpp1-8
98118649,98118649-unknown-6209
98118650,98118650-setmr-47
98118652,98118652-unknown-9257
98118654,98118654-sap3-10
98118660,98118660-unknown-2944
98118666,98118666-unknown-8649
98118667,98118667-gvqw3-2
98118679,98118679-unknown-2945
98118680,98118680-unknown-9572
98118683,98118683-unknown-2946
98118705,98118705-unknown-6430
98118707,98118707-unknown-2947
98118727,98118727-unknown-2948
98118728,98118728-unknown-2949
98118730,98118730-nudt6
98118797,98118797-unknown-2950
98118798,98118798-unknown-2951
98118801,98118801-unknown-2952
98118830,98118830-unknown-2953
98118831,98118831-unknown-2954
98118832,98118832-unknown-2955
98118836,98118836-unknown-2956
98118845,98118845-unknown-2957
98118854,98118854-unknown-9317
98118879,98118879-unknown-2958
98118880,98118880-unknown-2959
98118886,98118886-unknown-7403
98118887,98118887-unknown-2960
98118889,98118889-unknown-8723
98118890,98118890-unknown-2961
98118896,98118896-unknown-6673
98118899,98118899-unknown-2962
98118903,98118903-unknown-9383
98118904,98118904-unknown-9307
98118905,98118905-unknown-2963
98118906,98118906-unknown-6448
98118910,98118910-unknown-2964
98118911,98118911-unknown-7104
98118913,98118913-mefv
98118915,98118915-unknown-8428
98118922,98118922-nud19
98118925,98118925-unknown-7374
98118932,98118932-unknown-2965
98118934,98118934-unknown-6533
98118952,98118952-unknown-2966
98118961,98118961-unknown-2967
98118968,98118968-unknown-2968
98118976,98118976-sorl-8
98118980,98118980-vldlr-5
98118981,98118981-traf1-15
98118984,98118984-unknown-2969
98118985,98118985-unknown-2970
98119000,98119000-unknown-2971
98119002,98119002-s39ab-5
98119008,98119008-unknown-2972
98119009,98119009-unknown-7339
98119011,98119011-unknown-6003
98119014,98119014-unknown-9502
98119015,98119015-unknown-8089
98119023,98119023-unknown-8985
98119027,98119027-unknown-2973
98119028,98119028-unknown-8686
98119029,98119029-unknown-8373
98119030,98119030-gprl1-3
98119031,98119031-unknown-9529
98119034,98119034-gprl1-4
98119036,98119036-unknown-9567
98119038,98119038-ppat
98119061,98119061-unknown-2974
98119068,98119068-lhx1-2
98119073,98119073-unknown-2975
98119077,98119077-unknown-2976
98119078,98119078-unknown-2977
98119082,98119082-unknown-2978
98119094,98119094-unknown-7182
98119099,98119099-unknown-2979
98119103,98119103-unknown-8012
98119106,98119106-unknown-2980
98119114,98119114-gin1-4
98119124,98119124-pth1r-2
98119127,98119127-zn235-29
98119128,98119128-zn235-13
98119129,98119129-unknown-9598
98119148,98119148-unknown-2982
98119150,98119150-unknown-2983
98119156,98119156-unknown-2984
98119166,98119166-zn235-14
98119168,98119168-zn513-22
98119170,98119170-zn513-9
98119185,98119185-unknown-2985
98119191,98119191-unknown-6423
98119192,98119192-unknown-7651
98119193,98119193-unknown-6424
98119225,98119225-unknown-9357
98119227,98119227-unknown-2986
98119235,98119235-unknown-7027
98119241,98119241-unknown-2987
98119255,98119255-unknown-7131
98119268,98119268-unknown-7837
98119272,98119272-unknown-2988
98119274,98119274-unknown-2989
98119279,98119279-unknown-2990
98119281,98119281-unknown-2991
98119284,98119284-unknown-2992
98119288,98119288-unknown-2993
98119292,98119292-unknown-2994
98119293,98119293-unknown-2995
98119316,98119316-unknown-2996
98119317,98119317-unknown-2997
98119320,98119320-unknown-8932
98119321,98119321-ano5
98119322,98119322-ano2
98119327,98119327-cpne1
98119332,98119332-unknown-2998
98119340,98119340-unknown-8223
98119375,98119375-unknown-2999
98119378,98119378-unknown-6140
98119385,98119385-unknown-3000
98119390,98119390-unknown-3001
98119392,98119392-unknown-3002
98119396,98119396-surf4-2
98119403,98119403-unknown-3003
98119404,98119404-unknown-3004
98119405,98119405-unknown-3005
98119408,98119408-unknown-3006
98119409,98119409-unknown-8047
98119415,98119415-unknown-3007
98119423,98119423-unknown-8731
98119430,98119430-unknown-3008
98119437,98119437-unknown-3009
98119439,98119439-unknown-9631
98119442,98119442-unknown-7601
98119443,98119443-unknown-3010
98119444,98119444-unknown-8254
98119445,98119445-unknown-3011
98119447,98119447-unknown-6198
98119451,98119451-unknown-3012
98119452,98119452-unknown-3013
98119453,98119453-unknown-3014
98119468,98119468-unknown-3015
98119478,98119478-unknown-3016
98119508,98119508-unknown-7112
98119510,98119510-unknown-3017
98119521,98119521-unknown-9287
98119529,98119529-aass-3
98119540,98119540-hot
98119541,98119541-unknown-3018
98119546,98119546-unknown-3019
98119547,98119547-unknown-3020
98119559,98119559-unknown-8341
98119568,98119568-unknown-3021
98119577,98119577-unknown-9544
98119581,98119581-unknown-3022
98119584,98119584-unknown-3023
98119590,98119590-unknown-9605
98119599,98119599-unknown-3024
98119601,98119601-unknown-3025
98119604,98119604-unknown-3026
98119608,98119608-m0qzd8
98119617,98119617-unknown-3027
98119627,98119627-cp2c8-8
98119638,98119638-otop1-2
98119643,98119643-unknown-7200
98119645,98119645-rs27a-2
98119651,98119651-unknown-3028
98119660,98119660-unknown-6772
98119662,98119662-unknown-8376
98119664,98119664-unknown-3029
98119666,98119666-unknown-3030
98119670,98119670-kad7
98119678,98119678-unknown-9083
98119688,98119688-unknown-3031
98119689,98119689-unknown-3032
98119691,98119691-unknown-3033
98119692,98119692-unknown-3034
98119706,98119706-fxl17-2
98119707,98119707-unknown-3035
98119711,98119711-unknown-3036
98119717,98119717-unknown-3037
98119731,98119731-cndp2-6
98119760,98119760-unknown-3038
98119763,98119763-unknown-3039
98119766,98119766-unknown-8732
98119783,98119783-unknown-3040
98119790,98119790-unknown-3041
98119998,98119998-unknown-8535
98120091,98120091-unknown-3042
98120096,98120096-unknown-7447
98120143,98120143-unknown-3043
98120146,98120146-unknown-3044
98120147,98120147-unknown-3045
98120162,98120162-unknown-3046
98120169,98120169-unknown-3047
98120177,98120177-unknown-3048
98120179,98120179-unknown-3049
98120180,98120180-unknown-3050
98120185,98120185-unknown-9161
98120189,98120189-unknown-3051
98120190,98120190-unknown-3052
98120196,98120196-unknown-3053
98120205,98120205-unknown-3054
98120215,98120215-unknown-3055
98120217,98120217-unknown-3056
98120225,98120225-unknown-6974
98120242,98120242-unknown-3057
98120249,98120249-unknown-3058
98120250,98120250-unknown-3059
98120258,98120258-unknown-3060
98120264,98120264-gnal-2
98120272,98120272-unknown-7831
98120285,98120285-unknown-6188
98120286,98120286-unknown-7620
98120290,98120290-unknown-3062
98120291,98120291-unknown-3063
98120292,98120292-unknown-8259
98120301,98120301-unknown-9069
98120307,98120307-unknown-3064
98120311,98120311-unknown-3065
98120322,98120322-unknown-8375
98120323,98120323-unknown-3066
98120325,98120325-unknown-9581
98120327,98120327-trim3-12
98120328,98120328-unknown-3067
98120329,98120329-trim3-3
98120334,98120334-unknown-3068
98120342,98120342-unknown-3069
98120364,98120364-mylip
98120368,98120368-unknown-8650
98120371,98120371-unknown-8280
98120375,98120375-unknown-3070
98120380,98120380-unknown-8137
98120396,98120396-unknown-3071
98120410,98120410-unknown-3072
98120414,98120414-znt3-2
98120418,98120418-unknown-6803
98120422,98120422-unknown-9632
98120423,98120423-unknown-9633
98120424,98120424-unknown-3073
98120425,98120425-unknown-3074
98120433,98120433-unknown-3075
98120436,98120436-unknown-6491
98120443,98120443-unknown-3076
98120446,98120446-unknown-3077
98120451,98120451-unknown-8972
98120452,98120452-unknown-7030
98120455,98120455-unknown-3078
98120468,98120468-unknown-7392
98120469,98120469-unknown-3079
98120473,98120473-unknown-3080
98120474,98120474-unknown-3081
98120493,98120493-unknown-3082
98120514,98120514-unknown-6969
98120519,98120519-unknown-3083
98120525,98120525-unknown-3084
98120542,98120542-unknown-7519
98120553,98120553-unknown-3085
98120566,98120566-rtl1-7
98120569,98120569-krba2-4
98120584,98120584-unknown-8045
98120590,98120590-tbb3
98120596,98120596-plat1
98120600,98120600-unknown-3086
98120656,98120656-unknown-3087
98120659,98120659-unknown-3088
98120672,98120672-unknown-9478
98120674,98120674-unknown-7082
98120676,98120676-unknown-3089
98120680,98120680-unknown-9550
98120703,98120703-unknown-9526
98120707,98120707-unknown-3090
98120708,98120708-unknown-3091
98120709,98120709-unknown-3092
98120710,98120710-unknown-9470
98120712,98120712-unknown-8605
98120717,98120717-gli3
98120718,98120718-unknown-3093
98120720,98120720-zbed4-2
98120729,98120729-unknown-3094
98120731,98120731-unknown-3095
98120742,98120742-unknown-3096
98120748,98120748-pwp1
98120752,98120752-unknown-3097
98120756,98120756-unknown-3098
98120762,98120762-unknown-3099
98120765,98120765-unknown-8138
98120779,98120779-unknown-3100
98120784,98120784-unknown-6657
98120800,98120800-unknown-6917
98120802,98120802-unknown-8973
98120804,98120804-fhit
98120805,98120805-unknown-3101
98120836,98120836-unknown-9334
98120837,98120837-harb1-5
98120838,98120838-unknown-7369
98120842,98120842-unknown-3102
98120848,98120848-unknown-3103
98120855,98120855-unknown-3104
98120861,98120861-unknown-3105
98120877,98120877-unknown-3106
